IDfg,Season,Name,Team,Age,W,L,WAR,ERA,G,GS,CG,ShO,SV,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GB,FB,LD,IFFB,Balls,Strikes,Pitches,RS,IFH,BU,BUH,K/9,BB/9,K/BB,H/9,HR/9,AVG,WHIP,BABIP,LOB%,FIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Starting,Start-IP,Relieving,Relief-IP,RAR,Dollars,tERA,xFIP,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,FB% 2,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,HLD,SD,MD,ERA-,FIP-,xFIP-,K%,BB%,SIERA,RS/9,E-F,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,RA9-WAR,BIP-Wins,LOB-Wins,FDP-Wins,Age Rng,K-BB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,kwERA,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,K/9+,BB/9+,K/BB+,H/9+,HR/9+,AVG+,WHIP+,BABIP+,LOB%+,K%+,BB%+,LD%+,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xERA
1012691,1957,Frank Sullivan,BOS,27,14,11,6.4,2.73,31,30,14,3,0,,240.2,961,206,76,73,16,48,4,7,2,0,127,,,,,,,,,,,,4.75,1.8,2.65,7.7,0.6,0.227,1.06,0.249,0.775,2.95,,,,,,,,,,,,,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,71,,0.132,0.05,,,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,1.2,0.3,1.5,27 - 27,0.08199999999999999,,,,,,,3.32,0.19899999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,52,196.0,89,72,91,78,93,107.0,108,55,,,,,,,,,,,,,,,,,,0,,,
1010326,1957,Billy Pierce,CHW,30,20,12,5.9,3.26,37,34,16,4,2,,257.0,1062,228,98,93,18,71,9,1,3,1,171,,,,,,,,,,,,5.99,2.49,2.41,7.98,0.63,0.23,1.16,0.262,0.735,2.88,,,,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,76,,0.161,0.067,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,0.4,-1.1,-0.7,30 - 30,0.094,,,,,,,3.18,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,71,179.0,92,76,92,86,98,101.0,132,74,,,,,,,,,,,,,,,,,,0,,,
1006438,1957,Connie Johnson,BAL,34,14,11,5.4,3.2,35,30,14,3,0,,242.0,987,212,93,86,17,66,1,3,6,0,177,,,,,,,,,,,,6.58,2.45,2.68,7.88,0.63,0.231,1.15,0.269,0.731,2.76,,,,,,,,,,,,,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,76,,0.179,0.067,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,-0.1,-1.0,-1.1,34 - 34,0.11199999999999999,,,,,,,2.96,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,70,199.0,91,76,93,85,100,100.0,147,74,,,,,,,,,,,,,,,,,,0,,,
1003516,1957,Don Drysdale,BRO,20,17,9,5.1,2.69,34,29,9,4,0,,221.0,911,197,76,66,17,61,3,7,3,1,148,,,,,,,,,,,,6.03,2.48,2.43,8.02,0.69,0.234,1.17,0.265,0.784,3.04,,,,,,,,,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,77,,0.162,0.067,,,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,0.5,0.8,1.3,20 - 20,0.095,,,,,,,3.16,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,80,153.0,90,73,92,87,97,108.0,126,83,,,,,,,,,,,,,,,,,,0,,,
1009610,1957,Willard Nixon,BOS,29,12,13,4.7,3.68,29,29,11,1,0,,191.0,809,207,86,78,10,56,3,7,5,0,96,,,,,,,,,,,,4.52,2.64,1.71,9.75,0.47,0.277,1.38,0.308,0.7190000000000001,3.12,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,75,,0.11900000000000001,0.069,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,-2.0,0.7,-1.3,29 - 29,0.049,,,,,,,3.72,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,76,127.0,113,57,111,102,115,99.0,97,76,,,,,,,,,,,,,,,,,,0,,,
1011980,1957,Curt Simmons,PHI,28,12,11,4.6,3.44,32,29,9,2,0,,212.0,884,214,92,81,11,50,11,2,2,0,92,,,,,,,,,,,,3.91,2.12,1.84,9.08,0.47,0.257,1.25,0.278,0.6940000000000001,3.0,,,,,,,,,,,,,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,79,,0.10400000000000001,0.057,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,-0.3,-0.8,-1.1,28 - 28,0.048,,,,,,,3.74,0.17300000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,68,116.0,101,49,101,93,102,96.0,81,70,,,,,,,,,,,,,,,,,,0,,,
1010406,1957,Johnny Podres,BRO,24,12,9,4.5,2.66,31,27,10,6,3,,196.0,783,168,64,58,15,44,1,1,3,0,109,,,,,,,,,,,,5.01,2.02,2.48,7.71,0.69,0.228,1.08,0.249,0.7759999999999999,3.03,,,,,,,,,,,,,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,77,,0.139,0.055999999999999994,,,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.3,0.2,1.5,24 - 24,0.083,,,,,,,3.31,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,65,156.0,86,73,89,81,91,107.0,108,70,,,,,,,,,,,,,,,,,,0,,,
1011432,1957,Jack Sanford,PHI,28,19,8,4.2,3.08,33,33,15,3,0,,236.2,989,194,94,81,22,94,2,3,12,1,188,,,,,,,,,,,,7.15,3.57,2.0,7.38,0.84,0.217,1.22,0.252,0.757,3.31,,,,,,,,,,,,,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,87,,0.19,0.095,,,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,1.3,-0.6,0.7,28 - 28,0.095,,,,,,,3.17,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,115,126.0,82,89,85,91,92,105.0,148,118,,,,,,,,,,,,,,,,,,0,,,
1004355,1957,Bob Friend,PIT,26,14,18,4.2,3.38,40,38,17,3,0,,277.0,1148,273,121,104,28,68,8,1,3,1,143,,,,,,,,,,,,4.65,2.21,2.1,8.87,0.91,0.253,1.23,0.27,0.73,3.49,,,,,,,,,,,,,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,93,,0.125,0.059000000000000004,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,0.3,-0.1,0.2,26 - 26,0.065,,,,,,,3.53,0.20800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,71,132.0,99,96,99,92,99,101.0,97,73,,,,,,,,,,,,,,,,,,0,,,
1004232,1957,Mike Fornieles,- - -,25,10,13,4.0,3.75,40,22,8,2,2,,182.1,796,193,91,76,11,55,5,3,3,0,107,,,,,,,,,,,,5.28,2.71,1.95,9.53,0.54,0.262,1.36,0.294,0.679,3.02,,,,,,,,,,,,,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,76,,0.134,0.069,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,-1.3,-1.2,-2.5,25 - 25,0.065,,,,,,,3.53,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,78,144.0,110,66,105,101,109,93.0,110,76,,,,,,,,,,,,,,,,,,0,,,
