IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1010978,1983,Cal Ripken,BAL,22,162,663,726,211,135,47,2,27,121,102,58,0,97,0,5,0,24,0,4,0.318,,,,,,,,,,,0.08,0.134,0.6,0.371,0.517,0.888,0.199,0.338,,,,,,,,,0.392,41.1,123,39.3,11.0,21.2,9.0,81.2,8.5,,2.8,146.0,2.52,-11.64,14.16,32.68,3.42,0.92,,0,3.02,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,-1.7,,22 - 22,37.6,2.4,,,,,,,,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,98.0,106.0,113.0,129.0,147.0,118.0,,,,,,,,,,,,,,,,,,0,,,,,,8.5
1001124,1983,Wade Boggs,BOS,25,153,582,685,210,154,44,7,5,100,73,92,2,36,1,7,3,15,3,3,0.361,,,,,,,,,,,0.134,0.053,2.56,0.444,0.486,0.931,0.125,0.374,,,,,,,,,0.416,51.5,129,44.0,7.0,20.0,0.9,73.5,7.7,,3.7,155.0,6.85,-9.91,16.76,62.25,6.19,1.05,,0,4.94,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,-0.7,,25 - 25,43.3,2.2,,,,,,,,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,164.0,42.0,136.0,121.0,93.0,131.0,,,,,,,,,,,,,,,,,,0,,,,,,7.7
1013033,1983,Dickie Thon,HOU,25,154,619,686,177,120,28,9,20,81,79,54,10,73,2,8,3,12,34,16,0.286,,,,,,,,,,,0.079,0.106,0.74,0.341,0.457,0.798,0.171,0.294,,,,,,,,,0.349,15.8,93,19.2,19.0,20.1,8.5,69.0,7.2,,6.3,124.0,2.29,-11.59,13.88,20.23,2.43,1.02,,0,1.93,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,0.4,,25 - 25,19.6,1.9,,,,,,,,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,87.0,80.0,103.0,117.0,135.0,102.0,,,,,,,,,,,,,,,,,,0,,,,,,7.2
1009355,1983,Dale Murphy,ATL,27,162,589,687,178,114,24,4,36,131,121,90,12,110,2,6,0,15,30,4,0.302,,,,,,,,,,,0.131,0.16,0.82,0.393,0.54,0.933,0.238,0.316,,,,,,,,,0.406,46.2,124,40.2,1.0,20.1,-1.2,66.3,7.0,,6.6,151.0,6.31,-11.09,17.4,56.73,5.96,1.04,3.67,2,5.71,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,4.3,,27 - 27,44.5,1.9,,,,,,,,0.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,144.0,120.0,119.0,138.0,188.0,110.0,,,,,,,,,,,,,,,,,,0,,,,,,7.0
194,1983,Rickey Henderson,OAK,24,145,513,622,150,109,25,7,9,105,48,103,8,80,4,1,1,11,108,19,0.292,,,,,,,,,,,0.166,0.129,1.29,0.414,0.421,0.835,0.129,0.332,,,,,,,,,0.378,28.4,99,28.9,10.0,18.2,-5.9,67.2,7.0,,8.5,139.0,4.37,-11.08,15.45,36.3,3.71,1.11,2.34,7,3.42,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,14.0,,24 - 24,42.9,2.0,,,,,,,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,202.0,102.0,126.0,105.0,95.0,116.0,,,,,,,,,,,,,,,,,,0,,,,,,7.0
1011586,1983,Mike Schmidt,PHI,33,154,534,669,136,76,16,4,40,104,109,128,17,148,3,4,0,10,7,8,0.255,,,,,,,,,,,0.191,0.221,0.86,0.399,0.524,0.923,0.27,0.274,,,,,,,,,0.401,42.7,118,40.4,5.0,19.6,0.9,65.8,6.9,,3.9,152.0,2.35,-12.14,14.49,50.39,5.49,1.09,,0,4.83,-2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,-1.9,,33 - 33,38.5,1.8,,,,,,,,0.47200000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,211.0,166.0,120.0,134.0,213.0,95.0,,,,,,,,,,,,,,,,,,0,,,,,,6.9
1009386,1983,Eddie Murray,BAL,27,156,582,680,178,112,30,3,33,115,111,86,13,90,3,9,0,13,5,1,0.306,,,,,,,,,,,0.126,0.132,0.96,0.393,0.538,0.93,0.232,0.31,,,,,,,,,0.403,44.5,121,42.8,9.0,19.9,-9.6,64.8,6.8,,4.2,153.0,4.71,-9.85,14.56,53.79,5.39,0.96,4.68,1,4.16,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6,0.5,,27 - 27,43.2,2.2,,,,,,,,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,155.0,105.0,120.0,134.0,172.0,108.0,,,,,,,,,,,,,,,,,,0,,,,,,6.8
1002015,1983,Gary Carter,MON,29,145,541,609,146,89,37,3,17,63,79,51,7,57,7,8,2,14,1,1,0.27,,,,,,,,,,,0.084,0.094,0.89,0.336,0.444,0.78,0.174,0.272,,,,,,,,,0.343,11.2,80,11.6,27.0,17.8,8.6,66.4,6.8,,2.6,117.0,0.43,-10.15,10.58,14.35,1.57,1.0,3.54,2,1.94,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,-0.3,,29 - 29,11.3,1.7,,,,,,,,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,92.0,70.0,101.0,114.0,137.0,94.0,,,,,,,,,,,,,,,,,,0,,,,,,6.8
1003091,1983,Andre Dawson,MON,28,159,633,698,189,111,36,10,32,104,113,38,12,81,9,18,0,14,25,11,0.299,,,,,,,,,,,0.054000000000000006,0.11599999999999999,0.47,0.338,0.539,0.877,0.24,0.292,,,,,,,,,0.374,29.7,109,30.1,9.0,20.4,0.0,62.0,6.5,,6.9,137.0,1.89,-12.32,14.21,22.99,2.45,1.04,2.57,2,3.76,-1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.6,,28 - 28,30.6,1.9,,,,,,,,0.21600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,60.0,87.0,102.0,138.0,189.0,101.0,,,,,,,,,,,,,,,,,,0,,,,,,6.5
1014396,1983,Robin Yount,MIL,27,149,578,662,178,109,42,10,17,102,80,72,6,58,3,8,1,11,12,5,0.308,,,,,,,,,,,0.109,0.08800000000000001,1.24,0.383,0.503,0.886,0.196,0.315,,,,,,,,,0.388,35.6,110,35.5,-3.0,19.4,6.8,61.1,6.4,,6.1,145.0,3.25,-10.65,13.91,36.54,3.75,1.07,3.49,2,2.87,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.3,,27 - 27,35.8,2.1,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,133.0,69.0,117.0,126.0,145.0,110.0,,,,,,,,,,,,,,,,,,0,,,,,,6.4
