IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1012426,1971,Willie Stargell,PIT,31,141,511,606,151,77,26,0,48,104,125,83,20,154,7,5,0,8,0,0,0.295,,,,,,,,,,,0.13699999999999998,0.254,0.54,0.398,0.628,1.026,0.333,0.328,,,,,,,,,0.445,59.7,122,57.1,3.0,16.6,-6.7,72.5,8.2,,1.4,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7,0.1,,31 - 31,57.2,2.5,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,160,197,122.0,165.0,276.0,116.0,,,,,,,,,,,,,,,,,,0,,,,,,8.2
1009517,1971,Graig Nettles,CLE,26,158,598,690,156,109,18,1,28,78,86,82,6,56,3,6,1,15,7,4,0.261,,,,,,,,,,,0.11900000000000001,0.081,1.46,0.35,0.435,0.785,0.174,0.246,,,,,,,,,0.355,22.7,94,14.8,30.0,18.9,3.9,69.1,7.4,,2.7,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9,0.1,,26 - 26,14.9,1.4,,,,,,,,0.24100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,129,63,107.0,115.0,141.0,90.0,,,,,,,,,,,,,,,,,,0,,,,,,7.4
1000001,1971,Hank Aaron,ATL,37,139,495,573,162,90,22,3,47,95,118,71,21,58,2,5,0,9,1,1,0.327,,,,,,,,,,,0.124,0.10099999999999999,1.22,0.41,0.669,1.079,0.341,0.291,,,,,,,,,0.466,65.3,124,57.1,-6.0,15.7,-7.0,62.1,7.1,,2.6,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.0,-0.1,,37 - 37,57.0,2.4,,,,,,,,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,145,78,126.0,176.0,283.0,103.0,,,,,,,,,,,,,,,,,,0,,,,,,7.1
1013133,1971,Joe Torre,STL,30,161,634,707,230,164,34,8,24,97,137,63,20,70,4,5,1,18,4,1,0.363,,,,,,,,,,,0.08900000000000001,0.099,0.9,0.421,0.555,0.976,0.192,0.378,,,,,,,,,0.429,61.6,134,56.6,-25.0,19.4,4.0,58.5,6.9,,4.2,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0,0.6,,30 - 30,57.2,2.9,,,,,,,,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,104,77,129.0,146.0,160.0,134.0,,,,,,,,,,,,,,,,,,0,,,,,,6.9
1009338,1971,Bobby Murcer,NYY,25,146,529,624,175,119,25,6,25,94,94,91,13,60,0,3,1,9,14,8,0.331,,,,,,,,,,,0.146,0.096,1.52,0.427,0.543,0.969,0.212,0.336,,,,,,,,,0.43,54.4,119,52.7,-13.0,17.1,-1.7,56.4,6.5,,5.0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.7,0.0,,25 - 25,52.7,1.3,,,,,,,,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,158,75,131.0,143.0,171.0,122.0,,,,,,,,,,,,,,,,,,0,,,,,,6.5
1002340,1971,Roberto Clemente,PIT,36,132,522,553,178,128,29,8,13,82,86,26,5,65,0,4,1,19,1,2,0.341,,,,,,,,,,,0.047,0.11800000000000001,0.4,0.37,0.502,0.871,0.161,0.368,,,,,,,,,0.388,31.5,88,29.1,20.0,15.2,-5.9,60.2,6.5,,4.1,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,-0.4,,36 - 36,28.7,2.3,,,,,,,,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,55,91,113.0,132.0,133.0,130.0,,,,,,,,,,,,,,,,,,0,,,,,,6.5
1000505,1971,Sal Bando,OAK,27,153,538,643,146,98,23,1,24,75,94,86,11,55,8,5,6,14,3,7,0.271,,,,,,,,,,,0.134,0.086,1.56,0.377,0.452,0.828,0.18,0.263,,,,,,,,,0.373,29.4,95,28.6,7.0,17.6,3.8,56.5,6.3,,2.0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,-1.8,,27 - 27,26.7,1.3,,,,,,,,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,145,67,115.0,119.0,146.0,96.0,,,,,,,,,,,,,,,,,,0,,,,,,6.3
1001157,1971,Bobby Bonds,SFG,25,155,619,691,178,109,32,4,33,110,102,62,6,137,5,5,0,10,26,8,0.288,,,,,,,,,,,0.09,0.198,0.45,0.355,0.512,0.867,0.225,0.319,,,,,,,,,0.387,38.6,110,33.5,4.0,19.0,-6.4,55.3,6.2,,6.0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,2.4,,25 - 25,35.9,2.8,,,,,,,,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,105,154,109.0,135.0,186.0,113.0,,,,,,,,,,,,,,,,,,0,,,,,,6.2
1006308,1971,Reggie Jackson,OAK,25,150,567,642,157,93,29,3,32,87,80,63,5,161,6,6,0,7,16,10,0.277,,,,,,,,,,,0.098,0.251,0.39,0.352,0.508,0.86,0.231,0.329,,,,,,,,,0.384,34.6,101,33.8,11.0,17.6,-6.9,56.5,6.2,,4.8,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,-0.3,,25 - 25,33.4,1.3,,,,,,,,0.39899999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,106,196,108.0,134.0,187.0,120.0,,,,,,,,,,,,,,,,,,0,,,,,,6.2
1008315,1971,Willie Mays,SFG,40,136,417,537,113,66,24,5,18,82,61,112,11,123,3,4,1,8,23,3,0.271,,,,,,,,,,,0.209,0.22899999999999998,0.91,0.425,0.482,0.907,0.211,0.339,,,,,,,,,0.406,37.8,93,33.8,1.0,14.7,-3.4,52.0,5.9,,6.7,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,3.6,,40 - 40,37.5,2.2,,,,,,,,0.47100000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,244,178,131.0,127.0,175.0,120.0,,,,,,,,,,,,,,,,,,0,,,,,,5.9
